Work Item Type,Title,Description,Acceptance Criteria,Parent
User Story,"Formato 6 equipos: wildcard, byes, semifinales y Final","Como manager, necesito que el formato de 6 equipos esté configurado en mi liga para poder jugar los playoff.","• Dado el formato 6 equipos, cuando se genere el bracket, entonces semana 1: A=3v6, B=4v5; seeds 1 y 2 descansan.
• Semana 2: C=1vGanadorB y D=2vGanadorA.
• Semana Final: GanadorC vs GanadorD.
• Los equipos eliminados en cualquier ronda no reciben calendario en semanas posteriores.
• Ranking 1° y 2° según Final; 3° y 4° por puntos anotados en la PRIMERA semana de playoffs.
• Persistencia de rutas de avance y resultados por llave.",
User Story,Congelamiento de posiciones y asignación de trofeos al finalizar,"Como comisionado, quiero que al coronar campeón la temporada pase a estado 'Finalizada', se congelen posiciones y se asignen trofeos a los equipos correspondientes.","• Al finalizar la Final, la temporada cambia a estado 'Finalizada' y se congelan posiciones.
• Trofeos: Campeón (ganador de la Final), Participación Playoffs (todos los clasificados), Más Victorias Regular (mayor número de victorias), Máximo Anotador Regular (más puntos anotados).
• Los trofeos se reflejan en el salón de trofeos de la liga.
• Los trofeos se guardan con el nombre de equipo y alias que estaban configurados al momento de terminar la temporada.",
User Story,Bloqueo de calendario para eliminados y validación de semana,"Como sistema, debo garantizar que equipos eliminados no reciban partidos en semanas posteriores del playoff y que el generador de calendario valide el estado de cada equipo.","• Tras marcarse un equipo como eliminado, no se crean nuevos encuentros para este en semanas siguientes.
• El motor de calendario valida estado=activo/en•playoff antes de programar.
• Se agregan pruebas automatizadas que cubren 4 y 6 equipos.",
User Story,Exposición de bracket y posiciones en UI/Reporte,"Como manager, quiero visualizar el bracket con siembras, resultados por semana y posiciones finales para transparencia y experiencia de usuario.","• Vista de bracket con llaves A/B/C/D y rutas de avance. Accesible para todos en la liga
• Muestra seeds (posiciones de liga) y resultados por semana.
",
User Story,Reporte de jugadores más buscados,Yo como encargado de marca de la NFL quiero un reporte de los jugadores más buscados para entender tendencias de popularidad en las ligas.,"• El reporte muestra: nombre del jugador, posición, equipo NFL, thumbnail de foto, porcentaje de ligas en las que está en un equipo.
• Orden descendente por porcentaje de uso.
• Paginación en bloques de 50.
• Filtros: Nombre, Posición, Equipo NFL.",
User Story,Reporte de jugadores mejor puntuados,Yo como encargado de marca de la NFL  quiero un reporte de los jugadores con mayor puntaje acumulado en la temporada para identificar desempeño y potenciales figuras a destacar.,"• El reporte muestra: nombre del jugador, posición, equipo NFL, thumbnail de foto, total de puntos acumulados en la temporada actual.
• Orden descendente por total de puntos.
• Paginación en bloques de 50.
• Filtros: Nombre, Posición, Equipo NFL.",
User Story,Reporte de jugadores mejor drafteados,Yo como encargado de marca de la NFL quiero un reporte de los jugadores con mejor promedio de posición en el draft para analizar expectativas iniciales de los usuarios.,"• El reporte muestra: nombre del jugador, posición, equipo NFL, thumbnail de foto, promedio de posición de selección en el draft.
• Orden descendente por promedio de posición.
• Paginación en bloques de 50.
• Filtros: Nombre, Posición, Equipo NFL, Cantidad mínima de drafts (para excluir jugadores con pocas selecciones).",
User Story,Reporte de uso de la aplicación,Yo como encargado de marca de la NFL quiero un informe del uso de la aplicación para entender el nivel de interacción y actividad de los usuarios.,"• El reporte incluye métricas de sesiones, tiempo promedio de uso, frecuencia de acceso.• Datos agregados por semana y mes.• Exportable en formato CSV/PDF.• Filtro por rango de fechas.",
User Story,Reporte de cantidad de ligas activas,Yo como encargado de marca de la NFL quiero un informe de la cantidad de ligas activas para evaluar el crecimiento de la plataforma.,"• El reporte muestra el número total de ligas activas por semana y mes.
• Tendencia histórica de creación de ligas.
• Exportable en formato CSV/PDF.
• Filtro por rango de fechas.",
User Story,Reporte de cantidad de equipos activos,Yo como encargado de marca de la NFL quiero un informe de la cantidad de equipos activos para analizar el nivel de participación en las ligas.,"• El reporte muestra el número total de equipos activos por semana y mes.
• Tendencia histórica de creación de equipos
.• Exportable en formato CSV/PDF.
• Filtro por rango de fechas.",
User Story,Reporte de cantidad de usuarios activos,Yo como encargado de marca de la NFL quiero un informe de los usuarios activos para medir la adopción y retención de la aplicación.,"• El reporte muestra número de usuarios activos diarios, semanales y mensuales.
• Se diferencia entre usuarios nuevos y recurrentes.
• Exportable en formato CSV/PDF.
• Filtro por rango de fechas.",
User Story,Reporte de cantidad de trades,Yo como encargado de marca de la NFL quiero un informe de la cantidad de trades realizados para evaluar el nivel de interacción de los jugadores.,"• El reporte muestra número total de trades por semana y mes.
• Se indica promedio de trades por liga.
• Exportable en formato CSV/PDF.
• Filtro por rango de fechas.",
User Story,Reporte de cantidad de movimientos,"Yo como encargado de marca de la NFL quiero un informe de la cantidad de movimientos (agencias libres, drops) para analizar la dinámica de los equipos.","• El reporte muestra número total de movimientos por semana y mes.
• Clasificación por tipo de movimiento (agencia libre, waiver, drop).
• Exportable en formato CSV/PDF.
• Filtro por rango de fechas.",
User Story,Otorgar trofeos al cierre de temporada,Yo como comisionado quiero que se asignen automaticamente los trofeos oficiales al cerrar la temporada para entonces consolidar el Salón de la Fama con información inmutable.,"• Al cierre de temporada, el sistema otorga automáticamente los trofeos definidos: Campeón (ganador de la Final), Participación Playoffs (todos los clasificados), Más Victorias Regular (mayor número de victorias), Máximo Anotador Regular (más puntos anotados).
• Cada trofeo se almacena como snapshot inmutable con: temporada, liga, equipo ganador, manager al cierre, métricas base (W‑L‑T, PF, PA), fecha/hora de otorgamiento y tipo de trofeo.
• Las reglas de desempate siguen las reglas vigentes de la liga para clasificación y puntos.
• No se permite edición ni eliminación de trofeos una vez otorgados.
• La operación de otorgamiento es transaccional por liga y auditable (quién dispara el cierre, cuándo, resultados).
Alternos:
• Si falta algún resultado de la última semana, la liga queda en estado Pendiente y no se otorgan trofeos hasta resolver.",
User Story,Ver mi Salón de la Fama por temporada,Yo como manager quiero ver el historial de trofeos de mi equipo por temporada para entonces reconocer mis logros dentro de cada liga.,"• La vista lista, por temporada, los trofeos ganados por mi equipo en cada liga en la que participé.
• Puedo ver una temporada a la vez seleccionando el nombre de temporada
• Para cada trofeo se muestra: tipo de trofeo, temporada, liga, fecha de otorgamiento, y métricas base (W‑L‑T, PF, PA al cierre).
• La vista es de solo lectura y respeta la inmutabilidad de los trofeos.
Alternos:
• Si mi equipo no tiene trofeos, se muestra un mensaje.",
User Story,Ver Salón de la Fama de la liga por temporada,Yo como manager de una liga quiero ver el Salón de la Fama de la liga por temporada para entonces conocer a los ganadores de cada trofeo.,"• La vista muestra, por temporada, los ganadores de cada trofeo: Campeón, Participación Playoffs, Más Victorias Regular, Máximo Anotador Regular.
• Puedo ver una temporada a la vez seleccionando el nombre de temporada.
• Los nombres se muestran por los usados por el equipo en el momento que se otroga el trofeo.
• Para cada trofeo se muestran: equipo ganador, alias del manager al cierre, y métricas base (W‑L‑T, PF, PA).
• La vista es de solo lectura y se ordena por temporada (desc) y tipo de trofeo.
• Se puede navegar a la ficha del equipo/temporada para más contexto.
Alternos:
• Si una temporada no tiene trofeos (p. ej., no cerrada), se indica estado informativo.
• Si un equipo ganador de un trofeo ya no está en la liga, igual se muestra.",
User Story,Reporte de auditoría para comisionado de liga,Como comisionado de liga quiero un reporte de auditoría que registre los movimientos de la liga y cambios en configuraciones para tener trazabilidad de las acciones.,"• El reporte muestra todos los movimientos de jugadores (trades, waivers, drops, altas).
• Incluye cambios en configuraciones de la liga (reglas de puntuación, calendario de partidos, número de equipos).
• Cada evento contiene: fecha y hora, usuario que realizó la acción, descripción del cambio.
• El reporte es exportable en CSV/PDF.
• Filtro por rango de fechas y tipo de acción.",
User Story,Reporte de auditoría para administrador del sistema,Como administrador del sistemaquiero un reporte de auditoría que registre configuraciones globales y acciones críticas para monitorear la integridad de la plataforma.,"• El reporte incluye: cambios en configuraciones globales, actualizaciones de calendarios NFL, noticias de jugadores, modificaciones en reglas de puntaje, carga masiva de información de jugadores.
• Cada evento contiene: fecha y hora, usuario que realizó la acción, descripción detallada del cambio.
• Exportable en CSV/PDF.
• Filtro por rango de fechas y categoría de acción.",
User Story,Reporte de drafts agendados por día,Yo como administrador del sistema quiero ver un reporte con la cantidad de drafts agendados por día para entonces monitorear la planificación y la carga operativa.,"• El reporte muestra el número total de drafts por fecha (día calendario).
• Incluye filtros por liga, temporada y rango de fechas.
• Permite exportar a CSV/JSON manteniendo los filtros aplicados.
• La vista es de solo lectura y no modifica datos del sistema.
• Cuando no hay resultados en el rango, se muestra un estado informativo de 'sin datos'.
• La generación registra auditoría (usuario, fecha/hora, filtros usados).
Alternos:
• Si hay filtros inválidos (rango invertido o temporada inexistente), se muestra un mensaje claro y no se genera el reporte.
• Si el servicio de datos está temporalmente no disponible, se informa y se permite reintentar.",
User Story,Reporte de drafts completados,Yo como administrador del sistema quiero consultar un reporte de drafts completados para entonces analizar el cumplimiento y la ejecución de las sesiones de draft.,"• El reporte lista drafts en estado Finalizado por fecha y liga.
• Muestra por draft: participantes registrados vs. participantes conectados, duración total y estado final (exitoso / con incidencias).
• Incluye filtros por temporada, liga y rango de fechas.
• Permite exportar a CSV/JSON con los campos visibles.
• La vista es de solo lectura y registra auditoría de generación (usuario, fecha/hora, filtros).
Alternos:
• Si un draft no alcanzó el mínimo de participantes, se etiqueta como 'incompleto' en la columna de estado.
• Si no hay drafts finalizados en el rango, se muestra estado informativo de 'sin datos'.",
User Story,Reporte de partidos por semana,Yo como administrador del sistema quiero consultar un reporte de la cantidad de partidos por semana para entonces evaluar la carga de calendario y el seguimiento de resultados.,"• El reporte muestra el número total de partidos por semana para cada liga activa.
• Incluye filtros por temporada, liga y semana (intervalos o selección múltiple).
• Muestra por semana: cantidad de partidos programados, cantidad de partidos finalizados y acumulado de puntos fantasy generados.
• Permite exportar a CSV/JSON con los filtros aplicados.
• La vista es de solo lectura y registra auditoría (usuario, fecha/hora, filtros).
Alternos:
• Si la semana aún no ha iniciado, se marca como 'pendiente' y no muestra acumulado de puntos.
• Si no hay ligas activas para la temporada seleccionada, se muestra estado informativo de 'sin datos'.",
User Story,Reportar jugador problemático,"Yo como manager quiero poder reportar a otro jugador indicando la persona y la razón, para escalar incidentes de comportamiento.","• Desde la vista de la liga, se puede seleccionar un jugador y registrar un reporte con razón.
• El reporte se guarda con fecha, hora, autor y jugador reportado.
• Estado inicial del reporte: pendiente.
• El reporte es visible en el panel de administración.",
User Story,Revisión de reportes y solicitudes de suspensión,"Yo como administrador del sistema quiero ver todos los reportes de jugadores y decidir si suspender o rechazar, para gestionar incidentes de comportamiento.","• El administrador accede a la lista de reportes pendientes.
• Puede aprobar suspensión o rechazarla.
• Si rechaza, se marca estado rechazado y se registra razón.
• Si aprueba, el manager cambia a estado suspendido y se define duración (1 partido o toda la temporada).",
User Story,Notificación de suspensión al manager,Yo como manager  quiero recibir una notificación cuando se aprueba mi suspensión para conocer las consecuencias en mi equipo.,"• Al aprobarse suspensión, el sistema envía notificación con detalles (duración, motivo).
• El equipo del manager suspendido queda en estado inválido durante la suspensión.
• La notificación llega vía in-app",
User Story,Consecuencias de suspensión en partidos,Como sistema debo garantizar que los managers suspendidos siempre pierdan sus partidos mientras dure la suspensión.,"• Al simular o calcular resultados, si un manager está suspendido, su equipo automáticamente pierde.
• Se registran los resultados como derrota en el historial del equipo suspendido.
• La suspensión se levanta automáticamente al cumplirse el plazo definido.",
User Story,Ver dashboard unificado de participación y engagement,"Yo como encargado de marca de la NFL quiero ver un dashboard único con las métrricas de usuarios activos, retención, sesiones de draft y actividad para entonces monitorear la salud del ecosistema en un solo lugar.","• El dashboard expone secciones/gráficos para: Usuarios Activos (DAU/WAU/MAU), Retención por temporadas, Sesiones de Draft (agendadas/iniciadas/finalizadas/tiempo promedio), y Actividad (alineaciones, pickups/waivers, trades, notificaciones vistas).
• La vista es de solo lectura; no permite modificar datos operativos.
• Muestra leyendas, unidades y fecha/hora del último refresco.
• Todos los gráficos comparten el mismo rango de fechas y filtros seleccionados.
Alternos:
• Si no hay datos en el rango seleccionado, cada gráfico muestra estado informativo de 'sin datos'.",
User Story,Configurar filtros globales del dashboard,"Yo como encargado de marca de la NFL quiero aplicar filtros globales por temporada, liga y rango de fechas para entonces alinear todos los gráficos del dashboard al mismo contexto.","• Filtros disponibles: temporada, liga (opcional 'todas'), rango de fechas (inicio/fin) y granularidad (día/semana/mes).
• Al cambiar filtros, todos los gráficos se actualizan de manera consistente.
• Los filtros seleccionados son visibles y persistentes durante la sesión.
Alternos:
• Si el rango es inválido o excede límites soportados, se muestra un mensaje claro sin ejecutar consulta.",
User Story,Usuarios activos (DAU/WAU/MAU),"Yo como encargado de marca de la NFL del sistema quiero visualizar DAU, WAU y MAU para entonces entender el pulso de uso y su tendencia.","• Se muestran series temporales para DAU, WAU y MAU con opción de promedio móvil y comparación interanual (YoY) si aplica al rango.
• Definiciones: DAU (usuarios únicos por día), WAU (usuarios únicos últimos 7 días), MAU (usuarios únicos últimos 30 días).
• Tooltip por punto con cifra exacta y fecha.
Alternos:
• Si alguna serie no aplica por el rango, se deshabilita con explicación.",
User Story,Sesiones de draft y desempeño operativo,Yo como encargado de marca de la NFL  quiero ver métricas de sesiones de draft para entonces medir ejecución y carga.,"• Gráfico de series: drafts agendados, iniciados y finalizados por periodo, y tiempo promedio de sesión.
• Indicadores de calidad: % drafts iniciados vs. agendados, % finalizados sin incidencias.
• Tabla de apoyo con breakdown por liga cuando se aplica filtro de liga='todas'.
Alternos:
• Si no hay drafts en el periodo, se muestra estado 'sin datos' y no se renderiza la tabla de apoyo.",
User Story,Actividad de usuarios en temporada,Yo como encargado de marca de la NFL quiero ver actividad clave para entonces dimensionar engagement transaccional.,"• Gráfico de barras apiladas con conteos por día/semana de: cambios de alineación confirmados, pickups/waivers exitosos, trades aceptados, notificaciones vistas/clicadas.
• Muestra tasa de clic de notificaciones (CTR) y tasa de apertura de correos si aplica.
• Tooltips y totales por categoría.
Alternos:
• Si algún evento no está habilitado en la liga (p. ej., sin Discord/push), se muestra con valor 0 y nota explicativa.",
User Story,Exportación y compartición del dashboard,Yo como encargado de marca de la NFL quiero exportar visualizaciones y datos del dashboard para entonces compartir con equipos internos.,"• Exportación de imágenes (PNG) por gráfico y exportación de datos (CSV/JSON) respetando filtros.
• Posibilidad de generar un reporte PDF con las vistas actuales.
• Las exportaciones incluyen metadatos: rango de fechas, filtros y timestamp.
Alternos:
• Si la exportación falla, se informa el error y se sugiere reintentar.",
User Story,Creación manual de equipo NFL,Yo como administrador quiero crear equipos NFL manualmente para gestionar sus datos en la plataforma.,"• El formulario de creación permite: nombre, imagen, thumbnail generado, ciudad.
• El sistema genera automáticamente un id único y registra fecha de creación. 
• El equipo queda activo por defecto.
• Validación de datos requeridos antes de guardar.
Alternos: 
• Si el nombre de equipo ya existe, no se crea el equipo y se notifica con un mensaje.
• Si no se presentan todos los campos requeridos, no se crea el equipo y se notifica con un mensaje.",
User Story,Creación batch de equipos NFL por archivo JSON,Yo como administrador quiero cargar un archivo JSON con datos de equipos para agilizar la creación en lote.,"• El archivo JSON incluye: nombre, imagen, ciudad.
• El sistema genera id y fecha de creación automáticamente.
• thumbnail se autogenera de la imagen.
• Todos los equipos creados quedan activos por defecto.
• Validación de formato y datos antes de procesar.
• Al final de la carga se genera un Reporte de éxito y errores al finalizar la carga.
• Si existe al menos un error no se crea ninguno de los equipos.
• El archivo debe ser movido a un folder de archivos procesados con el formato <Resultado exito o fallo>_<fecha y hora>_<nombre del archivo>.json
Alternos: 
• Si el nombre de equipo ya existe, no se crea el equipo y se notifica con un mensaje.
• Si no se presentan todos los campos requeridos, no se crea el equipo y se notifica con un mensaje.",
User Story,Ver listado de equipos NFL,Yo como administrador quiero visualizar el listado de equipos NFL para gestionarlos fácilmente.,"• La vista muestra: nombre, ciudad, imagen, estado, fecha de creación.
• Paginación de 50 en 50.
• Opciones de búsqueda y filtros por nombre, ciudad y estado.
• Acceso a acciones de edición o desactivación.",
User Story,Modificar equipo NFL,Yo como administrador quiero editar los datos de un equipo NFL para mantener información actualizada.,"• Se pueden editar: nombre, imagen, thumbnail, ciudad.
• No se permite modificar id ni fecha de creación.
• Cambios guardados quedan registrados con fecha y usuario que realizó la acción.",
User Story,Desactivar equipo NFL,Yo como administrador quiero poder desactivar equipos NFL en lugar de eliminarlos para preservar historial.,"• La opción de desactivar cambia el estado del equipo a inactivo.
• No se permite desactivar equipos con partidos en la temporada actual.
• El equipo desactivado no puede ser asignado a nuevas ligas ni partidos.
• Puede reactivarse manualmente si es necesario.
Alternos
• Si el equipo tiene partidos agendados para esta temporada se indica con un mensaje de error.",
User Story,Visualización de KPIs clave en el dashboard,Yo como encargado de marca de la NFL quiero ver KPIs clave  en la parte superior del dashboard para entonces tener una visión rápida del estado del sistema.,"• El dashboard muestra un bloque de KPIs con métricas agregadas: DAU/WAU/MAU, Retención % a 7/30 días, Tiempo promedio de sesión de draft, Engagement (% usuarios que realizan movimientos), CTR de notificaciones.
• Los KPIs se actualizan conforme a los filtros globales aplicados (temporada, liga, rango).
• Cada KPI incluye tendencia (flecha ↑↓) respecto al periodo anterior.
Alternos:
• Si un KPI no tiene datos suficientes (p.ej., temporada recién creada), se muestra estado informativo de 'sin datos'.",
User Story,Visualización de KPIs clave en el dashboard,Yo como encargado de marca de la NFL quiero definir en el sistema los KPIs clave para que entoncessean usados dashboard de KPI.,"• Epuedo definir el nombre del KPI, la métrica y el periodo que suma.
Puedo definir el periodo contra el que quiero comparar",
User Story,Generar reportes ad-hoc de participación y actividad,"Yo como encargado de marca de la NFL ad-hoc combinando dimensiones (liga, temporada, semana, usuario, acción) y aplicando sumarizaciones para entonces realizar análisis tipo BI sin depender de ingeniería.","• El sistema permite seleccionar dimensiones y métricas a incluir (ej. usuarios activos por liga y semana; trades aceptados por temporada).
• Se pueden aplicar operaciones de agregación: sumatoria, promedio, conteo, máximo, mínimo.
• Los reportes son exportables en CSV/JSON respetando filtros y agregaciones aplicadas.
• Los resultados se muestran en tablas dinámicas con opción de gráfico asociado (línea, barra, pastel).
Alternos:
• Si la combinación de dimensiones genera dataset vacío, se muestra estado 'sin datos'.
• Si el volumen supera límite de filas permitido, se muestra advertencia y se sugiere refinar filtros.",
User Story,Creación manual de jugador NFL,Yo como administrador quiero crear jugadores NFL manualmente para gestionar sus datos en la plataforma.,"• El formulario de creación permite: nombre, posición, equipo NFL (de los equipos existentes), imagen, thumbnail generado.
• El sistema genera automáticamente un id único y registra fecha de creación.
• El jugador queda activo por defecto.
• Validación de datos requeridos antes de guardar.
Alternos:
• Si el nombre del jugador ya existe para el mismo equipo NFL, no se crea el jugador y se notifica con un mensaje.
• Si no se presentan todos los campos requeridos, no se crea el jugador y se notifica con un mensaje.",
User Story,Creación batch de jugadores NFL por archivo JSON,Yo como administrador quiero cargar un archivo JSON con datos de jugadores para agilizar la creación en lote.,"• El archivo JSON incluye: nombre, posición, equipo NFL, imagen, ID.
• El thumbnail se autogenera de la imagen.
• Todos los jugadores creados quedan activos por defecto.
• Validación de formato y datos antes de procesar.
• Al final de la carga se genera un reporte de éxito y errores.•
 Si existe al menos un error no se crea ninguno de los jugadores (operación todo-o-nada).
• El archivo debe ser movido a un folder de archivos procesados con el formato <Resultado exito o fallo>_<fecha y hora>_<nombre del archivo>.json
Alternos:
• Si el nombre del jugador ya existe para el mismo equipo NFL, no se crea el jugador y se notifica con un mensaje.
• Si no se presentan todos los campos requeridos, no se crea el jugador y se notifica con un mensaje.",
User Story,Ver listado de jugadores NFL,Yo como administrador quiero visualizar el listado de jugadores NFL para gestionarlos fácilmente.,"• La vista muestra: nombre, posición, equipo NFL, imagen/thumbnail, estado, fecha de creación, ID.
• Paginación de 50 en 50.
• Opciones de búsqueda y filtros por nombre, posición, equipo NFL y estado.
• Acceso a acciones de edición o desactivación.",
User Story,Modificar jugador NFL,Yo como administrador quiero editar los datos de un jugador NFL para mantener información actualizada.,"• Se pueden editar: nombre, posición, equipo NFL, imagen, thumbnail.
• No se permite modificar id ni fecha de creación.
• Cambios guardados quedan registrados con fecha y usuario que realizó la acción.",
User Story,Desactivar jugador NFL,Yo como administrador quiero poder desactivar jugadores NFL en lugar de eliminarlos para preservar historial.,"• La opción de desactivar cambia el estado del jugador a inactivo.
• No se permite desactivar jugadores que estén en la titular o banca de equipos activos durante la temporada actual.
• El jugador desactivado no puede ser agregado a nuevas plantillas ni alineaciones.
• Puede reactivarse manualmente si es necesario
.Alternos:
• Si el jugador está asignado a un equipo activo en la temporada actual, se indica con un mensaje de error.",
User Story,Vista global de salud del sistema,Yo como administrador quiero ver un panel con indicadores clave para entender rápidamente el estado de la plataforma.,"• El panel muestra métricas de disponibilidad, tiempos de respuesta promedio y percentiles, tasa de errores y advertencias.
• Las métricas se presentan por servicio y en un agregado general.
• Se puede seleccionar rango de fechas y granularidad.
• Las tarjetas del panel incluyen estado actual y tendencia.Alternos:
• Si no hay datos para un servicio, se muestra un placeholder informativo.",
User Story,Integración con sistema externo de monitoreo,Yo como administrador quiero integrar un sistema externo de monitoreo para recolectar métricas y eventos.,"• Se configuran endpoints de recolección y credenciales de acceso de forma segura.
• Se ingieren métricas de latencia, errores, uso de recursos y eventos de capacidad.
• Reintentos y backoff cuando el sistema externo no responde.
• Registro de fallas de integración para auditoría.",
User Story,Monitoreo de colas y jobs,Yo como administrador quiero visualizar el estado de colas y jobs para detectar cuellos de botella.,"• Se muestran por cola: tamaño actual, tiempo en cola, tasa de procesamiento y número de fallos.
• Para jobs: últimos estados, reintentos y errores recientes.
• Alertas configurables por umbrales (tamaño en cola, tiempo en cola, fallos).
• Exportación de resumen a CSV.",
User Story,Alertas y umbrales de capacidad,Yo como administrador quiero configurar alertas de capacidad para prevenir degradación del servicio.,"• Se pueden definir umbrales por servicio para CPU, memoria, almacenamiento y conexiones.
• Al superarse un umbral se genera alerta con severidad y recomendaciones.
• Las alertas se pueden enviar por correo y mostrarse en el panel.
• Historial de alertas con estado (abierta, investigando, resuelta).",
User Story,Reportes de rendimiento y niveles de servicio,Yo como administrador quiero reportes de rendimiento y cumplimiento de niveles de servicio para seguimiento ejecutivo.,"• Reporte de latencia por percentiles y tasa de errores por servicio.
• Cálculo de disponibilidad para comparar con objetivos.
• Segmentación por entorno (producción, prueba) y servicio.
• Exportación a PDF y CSV.",
User Story,Auditoría y eventos críticos en el panel,Yo como administrador quiero consultar un resumen de auditorías y eventos críticos para correlacionar incidentes.,"• Se listan cambios de configuración relevantes y eventos críticos por rango de fechas.
• Búsqueda por usuario, servicio y tipo de evento.
• Enlaces a detalle del evento y bitácora relacionada.
• Conservación mínima configurada para retención.",
User Story,Control de acceso y seguridad del panel,Yo como administrador quiero controlar quién accede al panel para proteger información sensible.,"• Acceso restringido a roles autorizados.
• Registro de accesos y acciones dentro del panel.
• Soporte de autenticación y autorización centralizada.
• Sesiones expiran tras periodo configurable de inactividad.",
User Story,Ver configuraciones existentes de roles y permisos,Yo como usuario autorizado quiero consultar la configuración vigente de roles y permisos para entonces entender qué acciones permite cada rol en el sistema.,"• El sistema muestra los 4 roles existentes: Comisionado, Manager, Administrador de sistema y Encargado de marca.
• Para cada rol se listan los permisos por acción/entidad (p. ej., ver/crear/editar/eliminar/administrar sobre ligas, equipos, jugadores, calendario, configuraciones, reportes, integraciones).
• Se evidencia la regla de unicidad: una persona solo puede tener un rol vigente a la vez y únicamente puede realizar las acciones de ese rol.
• Las asignaciones de rol a usuario se muestran en modo lectura (para roles de liga se indica la liga asociada).
• Se presenta historial/auditoría de cambios de permisos y de asignaciones de rol.
Alternos:
• Si no existen configuraciones, se muestra estado informativo de sin datos.
• Si el solicitante no tiene permiso de lectura de seguridad, se bloquea la vista y se registra el intento en auditoría.",
User Story,Editar permisos por rol (agregar o quitar funciones),Yo como administrador del sistema quiero editar los permisos de los roles para entonces alinear las acciones permitidas por entidad con las políticas vigentes.,"• Puedo agregar o quitar permisos por rol, por acción (crear, leer, actualizar, eliminar, administrar).
• Los cambios requieren confirmación y muestran un resumen del impacto antes de aplicarse; surten efecto de forma prospectiva.
• Validaciones: no se permite dejar a todos los roles sin capacidad de administrar seguridad; se previene el auto‑bloqueo del editor.
• Todos los cambios quedan auditados con detalle (quién, qué permiso, antes/después, fecha/hora) y permiten reversión mediante acción de rollback.
• La edición no crea nuevos roles; solo modifica permisos de los 4 roles existentes.
• Para permisos de Comisionado/Manager se respeta el alcance por liga (scoped).
Alternos:
• Si existe conflicto o dependencia que impida el cambio, la operación se cancela con explicación clara.
• Si el editor perdería acceso por el propio cambio, su sesión actual permanece válida pero los nuevos permisos aplican desde el siguiente inicio de sesión.",
User Story,Elevar permisos de una cuenta a roles administrativos,Yo como administrador del sistema quiero elevar una cuenta a Administrador de sistema o Encargado de marca para entonces habilitar capacidades administrativas según necesidad.,"• Solo un Administrador de sistema puede elevar roles tomando una cuenta y pasándola a administrador o encargado de marca.
• La elevación reemplaza el rol previo del usuario (regla de rol único).
• La operación requiere doble confirmación e ingreso de un motivo que quedará en auditoría.
• Al completar, se notifica al usuario afectado y se registra auditoría con fecha/hora y autor.
Alternos:
• No se permite que un usuario eleve su propia cuenta.
• Si el usuario objetivo ya tiene el rol solicitado, la operación se bloquea con mensaje informativo.",
User Story,Vincular cuenta de la plataforma con usuario de Discord,Yo como comisionado quiero vincular mi cuenta con mi usuario de Discord para recibir notificaciones y usar comandos en los canales de mi liga.,"• La vinculación se realiza iniciando sesión y autorizando al bot mediante OAuth.
• La plataforma registra el identificador de Discord del usuario vinculado.
• Se valida que el usuario pertenezca al servidor y canal de su liga.
• La desvinculación puede realizarse desde el perfil.
Importante
Se deben hacer las configuraciones del lado de disscord para poder leer los mensajes",
User Story,Validación de Trades,Como administrador de sistema quiero que el sistema analice los patrones de trades entre equipos de una misma liga para detectar posibles acuerdos desbalanceados que beneficien de manera injusta a un equipo.,"Criterios de aceptación:
• El sistema identifica trades con diferencias extremas de valor entre jugadores según ranking y puntos acumulados.
• Se marcan como “sospechosos” aquellos intercambios que repetidamente beneficien al mismo equipo.
• Se genera un log visible solo para administradores, con fecha, equipos involucrados y detalle del trade.
• No se bloquea automáticamente el trade, pero se requiere confirmación del administrador de la liga para completarse.
Criterios adicionales:
•  El sistema puede usar métricas de diferencia de puntos promedio en la temporada como referencia para marcar trades sospechosos.
• Alertas de colusión deben enviarse al canal de noticias de la liga si el comisionado lo habilita.",
User Story,Control de tiempo de transacciones,"Como administrador de sistema quiero que todas las acciones relevantes se registren con timestamp exacto (fecha, hora, minuto y zona horaria) para poder detectar fraudes, controlar ventanas válidas de operaciones y auditar comportamientos sospechosos.","Criterios de aceptación:
• Todas las acciones clave (trades, waivers/claims, liberaciones, picks, invitaciones) registran timestamp con zona horaria del sistema.
• Validaciones temporales: bloqueo de trades cuando faltan X horas para el inicio de partidos; ventanas de waiver y resolución configurables por liga.
• Detección de patrones anómalos: movimientos sincronizados en segundos/minutos entre cuentas relacionadas en la misma liga.
• Historial auditable accesible a administradores con filtros por liga, usuario, acción y ventana temporal.

Criterios adicionales:
•  Ante detección temporal de riesgo, el sistema marca los equipos involucrados como 'pendiente de revisión' y restringe trades hasta revisión.
• Los umbrales de tiempo (X horas, ventanas) son configurables por liga y quedan registrados en auditoría cuando cambian.",
